1999-01-01 00:00:00+01,1,BR
2000-01-01 00:00:00+01,21,BR
2001-01-01 00:00:00+01,23,BR
2002-01-01 00:00:00+01,59,BR
2003-01-01 00:00:00+01,353,BR
2004-01-01 00:00:00+01,1015,BR
2005-01-01 00:00:00+01,2594,BR
2006-01-01 00:00:00+01,4327,BR
2007-01-01 00:00:00+01,4115,BR
2008-01-01 00:00:00+01,4541,BR
2009-01-01 00:00:00+01,5771,BR
2010-01-01 00:00:00+01,1109,BR
1973-01-01 00:00:00+01,3583,BS
1974-01-01 00:00:00+01,5382,BS
1975-01-01 00:00:00+01,5348,BS
1976-01-01 00:00:00+01,5050,BS
2003-01-01 00:00:00+01,32,BS
2004-01-01 00:00:00+01,69,BS
2005-01-01 00:00:00+01,77,BS
2006-01-01 00:00:00+01,209,BS
2007-01-01 00:00:00+01,167,BS
2008-01-01 00:00:00+01,195,BS
2009-01-01 00:00:00+01,332,BS
2010-01-01 00:00:00+01,44,BS
1973-01-01 00:00:00+01,201,BT
1974-01-01 00:00:00+01,321,BT
1975-01-01 00:00:00+01,153,BT
1976-01-01 00:00:00+01,146,BT
2002-01-01 00:00:00+01,4,BT
2003-01-01 00:00:00+01,20,BT
2004-01-01 00:00:00+01,29,BT
2005-01-01 00:00:00+01,73,BT
2006-01-01 00:00:00+01,106,BT
2007-01-01 00:00:00+01,100,BT
2008-01-01 00:00:00+01,54,BT
2009-01-01 00:00:00+01,82,BT
2010-01-01 00:00:00+01,13,BT
1975-01-01 00:00:00+01,1,BV
1976-01-01 00:00:00+01,1,BV
1973-01-01 00:00:00+01,1725,BW
1974-01-01 00:00:00+01,4036,BW
1975-01-01 00:00:00+01,5457,BW
1976-01-01 00:00:00+01,7033,BW
1985-01-01 00:00:00+01,4,BW
1996-01-01 00:00:00+01,2,BW
1997-01-01 00:00:00+01,2,BW
1998-01-01 00:00:00+01,1,BW
1999-01-01 00:00:00+01,2,BW
2000-01-01 00:00:00+01,14,BW
2001-01-01 00:00:00+01,23,BW
2002-01-01 00:00:00+01,14,BW
2003-01-01 00:00:00+01,23,BW
2004-01-01 00:00:00+01,57,BW
2005-01-01 00:00:00+01,220,BW
2006-01-01 00:00:00+01,108,BW
2007-01-01 00:00:00+01,178,BW
2008-01-01 00:00:00+01,313,BW
2009-01-01 00:00:00+01,395,BW
2010-01-01 00:00:00+01,42,BW
1985-01-01 00:00:00+01,2,BY
1986-01-01 00:00:00+01,1,BY
1989-01-01 00:00:00+01,3,BY
1990-01-01 00:00:00+01,1,BY
1991-01-01 00:00:00+01,1,BY
1994-01-01 00:00:00+01,1,BY
1998-01-01 00:00:00+01,1,BY
2000-01-01 00:00:00+01,6,BY
2001-01-01 00:00:00+01,8,BY
2002-01-01 00:00:00+01,25,BY
2003-01-01 00:00:00+01,132,BY
2004-01-01 00:00:00+01,303,BY
2005-01-01 00:00:00+01,1053,BY
2006-01-01 00:00:00+01,2303,BY
2007-01-01 00:00:00+01,2002,BY
2008-01-01 00:00:00+01,1769,BY
2009-01-01 00:00:00+01,1843,BY
2010-01-01 00:00:00+01,311,BY
1973-01-01 00:00:00+01,808,BZ
1974-01-01 00:00:00+01,1617,BZ
1975-01-01 00:00:00+01,3680,BZ
1976-01-01 00:00:00+01,2551,BZ
2001-01-01 00:00:00+01,1,BZ
2002-01-01 00:00:00+01,3,BZ
2003-01-01 00:00:00+01,21,BZ
2004-01-01 00:00:00+01,20,BZ
2005-01-01 00:00:00+01,22,BZ
2006-01-01 00:00:00+01,136,BZ
2007-01-01 00:00:00+01,107,BZ
2008-01-01 00:00:00+01,109,BZ
2009-01-01 00:00:00+01,109,BZ
2010-01-01 00:00:00+01,13,BZ
1966-01-01 00:00:00+01,1,CA
1973-01-01 00:00:00+01,20617,CA
1974-01-01 00:00:00+01,34505,CA
1975-01-01 00:00:00+01,36107,CA
1976-01-01 00:00:00+01,40201,CA
1985-01-01 00:00:00+01,7,CA
1987-01-01 00:00:00+01,1,CA
1988-01-01 00:00:00+01,1,CA
1989-01-01 00:00:00+01,4,CA
1990-01-01 00:00:00+01,2,CA
1992-01-01 00:00:00+01,1,CA
1993-01-01 00:00:00+01,1,CA
1995-01-01 00:00:00+01,2,CA
1996-01-01 00:00:00+01,1,CA
1997-01-01 00:00:00+01,2,CA
1998-01-01 00:00:00+01,1,CA
1999-01-01 00:00:00+01,2,CA
2000-01-01 00:00:00+01,14,CA
2001-01-01 00:00:00+01,21,CA
2002-01-01 00:00:00+01,92,CA
2003-01-01 00:00:00+01,1239,CA
2004-01-01 00:00:00+01,910,CA
2005-01-01 00:00:00+01,2557,CA
2006-01-01 00:00:00+01,2061,CA
2007-01-01 00:00:00+01,2446,CA
2008-01-01 00:00:00+01,3650,CA
2009-01-01 00:00:00+01,4397,CA
2010-01-01 00:00:00+01,951,CA
1973-01-01 00:00:00+01,6,CC
1974-01-01 00:00:00+01,31,CC
1975-01-01 00:00:00+01,10,CC
1976-01-01 00:00:00+01,4,CC
2009-01-01 00:00:00+01,1,CC
2010-01-01 00:00:00+01,1,CC
1973-01-01 00:00:00+01,3996,CD
1974-01-01 00:00:00+01,8163,CD
1975-01-01 00:00:00+01,11418,CD
