1988-01-01 00:00:00+01	1	GH
1988-01-01 00:00:00+01	1	GI
1988-01-01 00:00:00+01	1	HU
1988-01-01 00:00:00+01	1	ID
1988-01-01 00:00:00+01	1	IN
1988-01-01 00:00:00+01	1	IN
1988-01-01 00:00:00+01	1	IQ
1988-01-01 00:00:00+01	1	IQ
1988-01-01 00:00:00+01	1	IQ
1988-01-01 00:00:00+01	1	IT
1988-01-01 00:00:00+01	2	KP
1988-01-01 00:00:00+01	2	KR
1988-01-01 00:00:00+01	2	LB
1988-01-01 00:00:00+01	2	MA
1988-01-01 00:00:00+01	2	NG
1988-01-01 00:00:00+01	2	SA
1988-01-01 00:00:00+01	2	SA
1988-01-01 00:00:00+01	2	SA
1988-01-01 00:00:00+01	2	SY
1988-01-01 00:00:00+01	2	TR
1988-01-01 00:00:00+01	2	TR
1988-01-01 00:00:00+01	2	TR
1988-01-01 00:00:00+01	2	TR
1988-01-01 00:00:00+01	2	UG
1988-01-01 00:00:00+01	2	AE
1988-01-01 00:00:00+01	2	AM
1988-01-01 00:00:00+01	2	AU
1988-01-01 00:00:00+01	2	CN
1988-01-01 00:00:00+01	2	CO
1988-01-01 00:00:00+01	2	CO
1988-01-01 00:00:00+01	2	CU
1988-01-01 00:00:00+01	2	CY
1988-01-01 00:00:00+01	2	EG
1988-01-01 00:00:00+01	2	ES
1988-01-01 00:00:00+01	2	ET
1988-01-01 00:00:00+01	2	FR
1988-01-01 00:00:00+01	2	FR
1988-01-01 00:00:00+01	2	FR
1988-01-01 00:00:00+01	2	FR
1988-01-01 00:00:00+01	2	GR
1988-01-01 00:00:00+01	2	IL
1988-01-01 00:00:00+01	2	IN
1988-01-01 00:00:00+01	2	IN
1988-01-01 00:00:00+01	2	IN
1988-01-01 00:00:00+01	2	JO
1988-01-01 00:00:00+01	3	JO
1988-01-01 00:00:00+01	3	JP
1988-01-01 00:00:00+01	3	KW
1988-01-01 00:00:00+01	3	LB
1988-01-01 00:00:00+01	3	NE
1988-01-01 00:00:00+01	3	RU
1988-01-01 00:00:00+01	3	RU
1988-01-01 00:00:00+01	3	RU
1988-01-01 00:00:00+01	3	TR
1988-01-01 00:00:00+01	3	AF
1988-01-01 00:00:00+01	3	CN
1988-01-01 00:00:00+01	3	DE
1988-01-01 00:00:00+01	3	DZ
1988-01-01 00:00:00+01	3	EG
1988-01-01 00:00:00+01	3	ES
1988-01-01 00:00:00+01	3	IT
1988-01-01 00:00:00+01	4	JP
1988-01-01 00:00:00+01	4	PT
1988-01-01 00:00:00+01	4	CN
1988-01-01 00:00:00+01	4	CO
1988-01-01 00:00:00+01	4	DE
1988-01-01 00:00:00+01	4	DE
1988-01-01 00:00:00+01	4	EG
1988-01-01 00:00:00+01	4	IQ
1988-01-01 00:00:00+01	5	KP
1988-01-01 00:00:00+01	5	TR
1988-01-01 00:00:00+01	5	GR
1988-01-01 00:00:00+01	5	IL
1988-01-01 00:00:00+01	5	IR
1988-01-01 00:00:00+01	6	PH
1988-01-01 00:00:00+01	6	SY
1988-01-01 00:00:00+01	6	TN
1988-01-01 00:00:00+01	6	US
1988-01-01 00:00:00+01	6	US
1988-01-01 00:00:00+01	7	LY
1988-01-01 00:00:00+01	7	TN
1988-01-01 00:00:00+01	7	TR
1988-01-01 00:00:00+01	7	AZ
1988-01-01 00:00:00+01	7	DE
1988-01-01 00:00:00+01	8	AT
1988-01-01 00:00:00+01	11	DZ
1988-01-01 00:00:00+01	15	DE
1988-01-01 00:00:00+01	15	IQ
1989-01-01 00:00:00+01	1	AF
1989-01-01 00:00:00+01	1	AF
1989-01-01 00:00:00+01	1	AO
1989-01-01 00:00:00+01	1	AT
1989-01-01 00:00:00+01	1	AU
