1973-03-01 00:00:00+01,13,LR,4.375,-7.71694
1973-03-01 00:00:00+01,13,MC,43.73333,7.41667
1973-03-01 00:00:00+01,13,MP,15.21233,145.7545
1973-03-01 00:00:00+01,14,ZW,-20.0,30.0
1973-03-01 00:00:00+01,14,LY,32.11667,20.06667
1973-03-01 00:00:00+01,14,MN,46.0,105.0
1973-03-01 00:00:00+01,15,SM,43.7667,12.4167
1973-03-01 00:00:00+01,15,GP,16.25,-61.5833
1973-03-01 00:00:00+01,15,IR,32.65722,51.67761
1973-03-01 00:00:00+01,15,LA,15.12022,105.79898
1973-03-01 00:00:00+01,15,NL,51.9225,4.47917
1973-03-01 00:00:00+01,16,SA,24.46861,39.61417
1973-03-01 00:00:00+01,16,GL,72.0,-40.0
1973-03-01 00:00:00+01,16,GU,13.4667,144.783
1973-03-01 00:00:00+01,16,CO,4.26425,-75.93085
1973-03-01 00:00:00+01,17,SD,4.85165,31.58247
1973-03-01 00:00:00+01,17,FR,43.70313,7.26608
1973-03-01 00:00:00+01,17,ZA,-22.0,17.0
1973-03-01 00:00:00+01,18,DE,50.93333,6.95
1973-03-01 00:00:00+01,18,PL,52.40692,16.92993
1973-03-01 00:00:00+01,18,QA,25.5,51.25
1973-03-01 00:00:00+01,18,AL,41.0,20.0
1973-03-01 00:00:00+01,18,NG,10.52224,7.43828
1973-03-01 00:00:00+01,19,EG,31.21564,29.95527
1973-03-01 00:00:00+01,19,FR,43.29695,5.38107
1973-03-01 00:00:00+01,19,TZ,-6.16394,39.19793
1973-03-01 00:00:00+01,20,PL,50.05753,19.98022
1973-03-01 00:00:00+01,20,SZ,-26.5,31.5
1973-03-01 00:00:00+01,20,HT,19.0,-72.4167
1973-03-01 00:00:00+01,20,LS,-29.5,28.5
1973-03-01 00:00:00+01,20,MQ,14.6667,-61.0
1973-03-01 00:00:00+01,20,CN,31.22222,121.45806
1973-03-01 00:00:00+01,20,NF,-29.0333,167.95
1973-03-01 00:00:00+01,21,QA,25.27932,51.52245
1973-03-01 00:00:00+01,21,EG,29.97371,32.52627
1973-03-01 00:00:00+01,21,FR,45.74846,4.84671
1973-03-01 00:00:00+01,21,GA,-1.0,11.75
1973-03-01 00:00:00+01,21,CD,-11.66089,27.47938
1973-03-01 00:00:00+01,22,DO,19.0,-70.6667
1973-03-01 00:00:00+01,22,AN,12.25,-68.75
1973-03-01 00:00:00+01,22,SU,37.59378,61.83031
1973-03-01 00:00:00+01,22,AR,-32.89084,-68.82717
1973-03-01 00:00:00+01,22,TT,11.0,-61.0
1973-03-01 00:00:00+01,22,YD,12.77944,45.03667
1973-03-01 00:00:00+01,23,CU,23.13302,-82.38304
1973-03-01 00:00:00+01,23,YU,46.05108,14.50513
1973-03-01 00:00:00+01,24,PT,41.14961,-8.61099
1973-03-01 00:00:00+01,24,CH,47.36667,8.55
1973-03-01 00:00:00+01,24,CM,4.04827,9.70428
1973-03-01 00:00:00+01,25,VA,41.90236,12.45332
1973-03-01 00:00:00+01,25,CA,49.24966,-123.11934
1973-03-01 00:00:00+01,25,CO,3.43722,-76.5225
1973-03-01 00:00:00+01,25,CO,6.25184,-75.56359
1973-03-01 00:00:00+01,26,KR,37.0,127.5
1973-03-01 00:00:00+01,27,FJ,-18.0,175.0
1973-03-01 00:00:00+01,27,SU,60.0,100.0
1973-03-01 00:00:00+01,27,WS,-13.5833,-172.333
1973-03-01 00:00:00+01,27,MG,-20.0,47.0
1973-03-01 00:00:00+01,28,GM,13.4667,-16.5667
1973-03-01 00:00:00+01,28,MU,-20.2833,57.55
1973-03-01 00:00:00+01,29,PK,33.6007,73.0679
1973-03-01 00:00:00+01,29,AU,-31.95224,115.8614
1973-03-01 00:00:00+01,29,BB,13.1667,-59.5333
1973-03-01 00:00:00+01,29,CI,8.0,-5.0
1973-03-01 00:00:00+01,30,ET,15.33805,38.93184
1973-03-01 00:00:00+01,30,AR,-31.4135,-64.18105
1973-03-01 00:00:00+01,30,BW,-22.0,24.0
1973-03-01 00:00:00+01,30,MR,20.0,-12.0
1973-03-01 00:00:00+01,31,SY,35.0,38.0
1973-03-01 00:00:00+01,31,GD,12.05644,-61.74849
1973-03-01 00:00:00+01,31,CM,6.0,12.0
1973-03-01 00:00:00+01,32,EC,-2.18194,-79.89167
1973-03-01 00:00:00+01,33,PR,18.25,-66.5
1973-03-01 00:00:00+01,35,TG,8.0,1.1667
1973-03-01 00:00:00+01,35,BS,24.25,-76.0
1973-03-01 00:00:00+01,35,KP,39.03385,125.75432
1973-03-01 00:00:00+01,35,CA,43.70011,-79.4163
1973-03-01 00:00:00+01,35,NG,12.00012,8.51672
1973-03-01 00:00:00+01,36,AO,-12.5,18.5
1973-03-01 00:00:00+01,36,ES,40.63333,-3.16667
1973-03-01 00:00:00+01,37,TD,15.0,19.0
1973-03-01 00:00:00+01,37,BD,22.3384,91.83168
